Date, Time, Application,Environment,Release,Publish Type,App Job Name, App Job Build Number,Spinner Job Name, Spinner Job Build Number,App Job Duration,Spinner Job Duration,Total Execution
6/21/2016,6:21:29,ENERGYPLM,QA2,Release_6_0_80,db,PLM-ENERGYPLM-APP,199,PLM-ENERGYPLM-DB,149,31 mins 28 secs,1 mins 48 secs,33 mins 17 secs
6/21/2016,9:30:01,WINDPLM,QA,Release_4_2_30,all,PLM-WINDPLM-APP,265,PLM-WINDPLM-DB,238,69 mins 39 secs,1 mins 46 secs,71 mins 25 secs
6/21/2016,10:01:39,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,266,PLM-WINDPLM-DB,239,32 mins 29 secs,0 mins 40 secs,33 mins 9 secs
6/21/2016,12:27:09,ENERGYPLM,QA2,Release_6_0_80,all,PLM-ENERGYPLM-APP,200,PLM-ENERGYPLM-DB,150,55 mins 39 secs,1 mins 1 secs,56 mins 41 secs
6/21/2016,13:22:51,ENERGYPLM,QA2,Release_6_0_80,all,PLM-ENERGYPLM-APP,201,PLM-ENERGYPLM-DB,151,51 mins 21 secs,2 mins 13 secs,53 mins 35 secs
6/21/2016,13:24:57,WINDPLM,DEV,wind_dev_4_2_30,all,PLM-WINDPLM-APP,267,PLM-WINDPLM-DB,240,56 mins 17 secs,1 mins 51 secs,58 mins 9 secs
6/21/2016,23:56:05,WINDPLM,DEV3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,268,PLM-WINDPLM-DB,241,12 mins 39 secs,0 mins 32 secs,13 mins 11 secs
6/22/2016,3:58:18,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,269,PLM-WINDPLM-DB,242,12 mins 12 secs,1 mins 5 secs,13 mins 18 secs
6/22/2016,6:10:19,WINDPLM,DEV,wind_dev_4_2_30,all,PLM-WINDPLM-APP,270,PLM-WINDPLM-DB,243,69 mins 51 secs,1 mins 40 secs,71 mins 31 secs
6/22/2016,7:03:42,WINDPLM,QA,Release_4_2_30,all,PLM-WINDPLM-APP,271,PLM-WINDPLM-DB,244,32 mins 13 secs,0 mins 29 secs,32 mins 42 secs
6/22/2016,7:18:17,WINDPLM,DEV,wind_dev_4_2_30,all,PLM-WINDPLM-APP,272,PLM-WINDPLM-DB,245,10 mins 41 secs,0 mins 28 secs,11 mins 10 secs
6/22/2016,10:01:11,WINDPLM,DEV,wind_dev_4_2_30,all,PLM-WINDPLM-APP,273,PLM-WINDPLM-DB,246,31 mins 55 secs,0 mins 33 secs,32 mins 28 secs
6/22/2016,10:01:17,ENERGYPLM,QA2,Release_6_0_80,db,PLM-ENERGYPLM-APP,204,PLM-ENERGYPLM-DB,152,47 mins 20 secs,0 mins 44 secs,48 mins 4 secs
6/22/2016,10:43:46,ENERGYPLM,QA2,Release_6_0_80,all,PLM-ENERGYPLM-APP,205,PLM-ENERGYPLM-DB,153,44 mins 59 secs,1 mins 44 secs,46 mins 43 secs
6/22/2016,10:46:40,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,274,PLM-WINDPLM-DB,247,43 mins 31 secs,1 mins 51 secs,45 mins 23 secs
6/22/2016,12:05:27,WINDPLM,QA,Release_4_2_30,all,PLM-WINDPLM-APP,275,PLM-WINDPLM-DB,248,78 mins 59 secs,1 mins 48 secs,80 mins 48 secs
6/22/2016,13:09:11,WINDPLM,DEV,wind_dev_4_2_30,db,PLM-WINDPLM-APP,276,PLM-WINDPLM-DB,249,50 mins 56 secs,1 mins 59 secs,52 mins 55 secs
6/22/2016,14:24:13,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,277,PLM-WINDPLM-DB,250,75 mins 40 secs,1 mins 45 secs,77 mins 25 secs
6/22/2016,15:01:06,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,278,PLM-WINDPLM-DB,251,37 mins 57 secs,0 mins 43 secs,38 mins 40 secs
6/22/2016,18:38:09,ENERGYPLM,QA1,Release_6_0_80,all,PLM-ENERGYPLM-APP,207,PLM-ENERGYPLM-DB,154,9 mins 13 secs,0 mins 39 secs,9 mins 52 secs
6/22/2016,23:55:21,WINDPLM,DEV3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,279,PLM-WINDPLM-DB,252,12 mins 34 secs,0 mins 35 secs,13 mins 9 secs
6/23/2016,4:39:38,ENERGYPLM,QA2,Release_6_0_80,db,PLM-ENERGYPLM-APP,208,PLM-ENERGYPLM-DB,155,42 mins 54 secs,0 mins 44 secs,43 mins 38 secs
6/23/2016,4:49:08,ENERGYPLM,QA1,Release_6_0_80,db,PLM-ENERGYPLM-APP,209,PLM-ENERGYPLM-DB,156,7 mins 27 secs,0 mins 36 secs,8 mins 4 secs
6/23/2016,4:54:33,WINDPLM,DEV,wind_dev_4_2_30,all,PLM-WINDPLM-APP,280,PLM-WINDPLM-DB,253,12 mins 31 secs,0 mins 29 secs,13 mins 0 secs
6/23/2016,5:17:33,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,281,PLM-WINDPLM-DB,254,10 mins 15 secs,0 mins 29 secs,10 mins 45 secs
6/23/2016,5:42:19,ENERGYPLM,QA1,Release_6_0_80,db,PLM-ENERGYPLM-APP,210,PLM-ENERGYPLM-DB,157,4 mins 27 secs,0 mins 35 secs,5 mins 3 secs
6/23/2016,8:25:11,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,282,PLM-WINDPLM-DB,255,82 mins 13 secs,1 mins 12 secs,83 mins 26 secs
6/23/2016,8:31:40,ENERGYPLM,QA1,Release_6_0_80,db,PLM-ENERGYPLM-APP,212,PLM-ENERGYPLM-DB,159,20 mins 58 secs,0 mins 39 secs,21 mins 37 secs
6/23/2016,8:54:51,ENERGYPLM,QA2,Release_6_0_80,db,PLM-ENERGYPLM-APP,213,PLM-ENERGYPLM-DB,160,21 mins 47 secs,1 mins 47 secs,23 mins 34 secs
6/23/2016,10:35:26,ENERGYPLM,QA1,Release_6_0_80,app,PLM-ENERGYPLM-APP,214,,,77 mins 59 secs,,77 mins 59 secs
6/23/2016,11:10:30,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,284,PLM-WINDPLM-DB,256,86 mins 47 secs,0 mins 45 secs,87 mins 33 secs
6/23/2016,11:10:40,ENERGYPLM,QA2,Release_6_0_80,app,PLM-ENERGYPLM-APP,215,,,44 mins 23 secs,,44 mins 23 secs
6/23/2016,11:18:38,WINDPLM,QA,Release_4_2_30,all,PLM-WINDPLM-APP,285,PLM-WINDPLM-DB,257,20 mins 38 secs,0 mins 32 secs,21 mins 10 secs
6/23/2016,11:19:28,ENERGYPLM,QA1,Release_6_0_80,db,PLM-ENERGYPLM-APP,216,PLM-ENERGYPLM-DB,161,7 mins 49 secs,0 mins 41 secs,8 mins 31 secs
6/23/2016,11:24:23,WINDPLM,QA,Release_4_2_30,app,PLM-WINDPLM-APP,286,,,6 mins 16 secs,,6 mins 16 secs
6/23/2016,11:25:28,ENERGYPLM,QA2,Release_6_0_80,db,PLM-ENERGYPLM-APP,217,PLM-ENERGYPLM-DB,162,6 mins 1 secs,0 mins 40 secs,6 mins 42 secs
6/23/2016,11:34:28,ENERGYPLM,QA1,Release_6_0_80,all,PLM-ENERGYPLM-APP,218,PLM-ENERGYPLM-DB,163,9 mins 12 secs,0 mins 37 secs,9 mins 50 secs
6/23/2016,11:52:40,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,287,PLM-WINDPLM-DB,258,26 mins 15 secs,1 mins 58 secs,28 mins 13 secs
6/23/2016,12:36:43,ENERGYPLM,QA2,Release_6_0_80,all,PLM-ENERGYPLM-APP,219,PLM-ENERGYPLM-DB,164,60 mins 58 secs,1 mins 44 secs,62 mins 43 secs
6/23/2016,16:36:21,ENERGYPLM,QA1,Release_6_0_80,db,PLM-ENERGYPLM-APP,220,PLM-ENERGYPLM-DB,165,4 mins 30 secs,0 mins 38 secs,5 mins 8 secs
6/23/2016,17:08:13,ENERGYPLM,QA2,Release_6_0_80,db,PLM-ENERGYPLM-APP,221,PLM-ENERGYPLM-DB,166,30 mins 26 secs,1 mins 46 secs,32 mins 12 secs
6/24/2016,0:02:24,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,294,PLM-WINDPLM-DB,259,16 mins 49 secs,0 mins 48 secs,17 mins 37 secs
6/24/2016,4:00:42,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,295,PLM-WINDPLM-DB,260,41 mins 2 secs,0 mins 40 secs,41 mins 43 secs
6/24/2016,4:10:26,WINDPLM,DEV,wind_dev_4_2_30,db,PLM-WINDPLM-APP,296,PLM-WINDPLM-DB,261,9 mins 26 secs,0 mins 40 secs,10 mins 6 secs
6/24/2016,4:19:29,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,297,PLM-WINDPLM-DB,262,8 mins 57 secs,0 mins 35 secs,9 mins 33 secs
6/24/2016,7:08:17,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,298,PLM-WINDPLM-DB,263,13 mins 0 secs,0 mins 38 secs,13 mins 39 secs
6/24/2016,9:35:44,ENERGYPLM,QA1,Release_6_0_80,all,PLM-ENERGYPLM-APP,222,PLM-ENERGYPLM-DB,167,56 mins 38 secs,0 mins 37 secs,57 mins 16 secs
6/24/2016,9:44:43,WINDPLM,DEV3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,299,PLM-WINDPLM-DB,264,15 mins 3 secs,0 mins 33 secs,15 mins 36 secs
6/24/2016,9:45:38,ENERGYPLM,QA2,Release_6_0_80,all,PLM-ENERGYPLM-APP,223,PLM-ENERGYPLM-DB,168,9 mins 54 secs,0 mins 36 secs,10 mins 31 secs
6/24/2016,9:53:08,ENERGYPLM,QA1,Release_6_0_80,all,PLM-ENERGYPLM-APP,224,PLM-ENERGYPLM-DB,169,7 mins 30 secs,0 mins 35 secs,8 mins 6 secs
6/24/2016,11:41:07,ENERGYPLM,QA2,Release_6_0_80,db,PLM-ENERGYPLM-APP,225,PLM-ENERGYPLM-DB,170,36 mins 3 secs,2 mins 39 secs,38 mins 43 secs
6/24/2016,12:36:55,ENERGYPLM,QA2,Release_6_0_80,app,PLM-ENERGYPLM-APP,226,,,35 mins 11 secs,,35 mins 11 secs
6/24/2016,12:42:52,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,300,PLM-WINDPLM-DB,265,9 mins 44 secs,1 mins 58 secs,11 mins 42 secs
6/24/2016,15:04:06,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,301,PLM-WINDPLM-DB,266,39 mins 47 secs,0 mins 39 secs,40 mins 27 secs
6/24/2016,17:12:12,ENERGYPLM,QA1,Release_6_0_80,db,PLM-ENERGYPLM-APP,230,PLM-ENERGYPLM-DB,171,41 mins 46 secs,2 mins 12 secs,43 mins 59 secs
6/24/2016,17:40:29,ENERGYPLM,QA1,Release_6_0_80,db,PLM-ENERGYPLM-APP,231,PLM-ENERGYPLM-DB,172,28 mins 34 secs,1 mins 50 secs,30 mins 25 secs
6/24/2016,23:53:53,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,302,PLM-WINDPLM-DB,267,10 mins 10 secs,0 mins 37 secs,10 mins 48 secs
6/27/2016,3:09:33,WINDPLM,QA,Release_4_2_30,db,PLM-WINDPLM-APP,303,PLM-WINDPLM-DB,268,11 mins 54 secs,0 mins 42 secs,12 mins 36 secs
6/27/2016,6:07:01,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,304,PLM-WINDPLM-DB,269,62 mins 49 secs,0 mins 42 secs,63 mins 32 secs
6/27/2016,6:10:41,ENERGYPLM,QA1,Release_6_0_80,db,PLM-ENERGYPLM-APP,232,PLM-ENERGYPLM-DB,173,10 mins 16 secs,0 mins 45 secs,11 mins 2 secs
6/27/2016,9:15:16,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,305,PLM-WINDPLM-DB,270,11 mins 47 secs,0 mins 46 secs,12 mins 33 secs
6/27/2016,13:39:22,WINDPLM,DEV,wind_dev_4_2_30,all,PLM-WINDPLM-APP,306,PLM-WINDPLM-DB,271,79 mins 25 secs,2 mins 18 secs,81 mins 43 secs
6/27/2016,14:23:23,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,307,PLM-WINDPLM-DB,272,26 mins 0 secs,2 mins 8 secs,28 mins 9 secs
6/27/2016,16:39:51,ENERGYPLM,QA1,Release_6_0_80,all,PLM-ENERGYPLM-APP,233,PLM-ENERGYPLM-DB,174,9 mins 9 secs,0 mins 38 secs,9 mins 47 secs
6/27/2016,16:44:54,ENERGYPLM,QA1,Release_6_0_80,db,PLM-ENERGYPLM-APP,234,PLM-ENERGYPLM-DB,175,4 mins 51 secs,0 mins 41 secs,5 mins 33 secs
6/27/2016,17:27:41,ENERGYPLM,QA1,Release_6_0_80,db,PLM-ENERGYPLM-APP,235,PLM-ENERGYPLM-DB,176,23 mins 15 secs,2 mins 3 secs,25 mins 19 secs
6/27/2016,22:39:18,ENERGYPLM,QA1,Release_6_0_80,all,PLM-ENERGYPLM-APP,236,PLM-ENERGYPLM-DB,177,10 mins 20 secs,0 mins 47 secs,11 mins 8 secs
6/27/2016,22:49:56,ENERGYPLM,QA1,Release_6_0_80,db,PLM-ENERGYPLM-APP,237,PLM-ENERGYPLM-DB,178,5 mins 51 secs,0 mins 40 secs,6 mins 32 secs
6/27/2016,23:55:17,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,308,PLM-WINDPLM-DB,273,11 mins 2 secs,0 mins 38 secs,11 mins 40 secs
6/28/2016,4:09:40,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,309,PLM-WINDPLM-DB,274,59 mins 4 secs,0 mins 52 secs,59 mins 57 secs
6/28/2016,4:21:23,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,310,PLM-WINDPLM-DB,275,11 mins 46 secs,0 mins 37 secs,12 mins 24 secs
6/28/2016,4:59:29,WINDPLM,QA,Release_4_2_30,all,PLM-WINDPLM-APP,311,PLM-WINDPLM-DB,276,12 mins 4 secs,0 mins 34 secs,12 mins 38 secs
6/28/2016,7:52:23,AEROPLM,DEV2,Release_3_11_0,db,PLM-AEROPLM-APP,180,PLM-AEROPLM-DB,192,6 mins 22 secs,1 mins 31 secs,7 mins 43 secs
6/28/2016,8:05:31,ENERGYPLM,QA1,Release_6_0_80,db,PLM-ENERGYPLM-APP,238,PLM-ENERGYPLM-DB,179,33 mins 50 secs,0 mins 37 secs,34 mins 27 secs
6/28/2016,8:08:10,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,312,PLM-WINDPLM-DB,277,62 mins 12 secs,0 mins 42 secs,62 mins 55 secs
6/28/2016,8:10:40,ENERGYPLM,QA1,Release_6_0_80,db,PLM-ENERGYPLM-APP,239,PLM-ENERGYPLM-DB,180,5 mins 6 secs,0 mins 36 secs,5 mins 42 secs
6/28/2016,10:12:09,WINDPLM,DEV,wind_dev_4_2_30,all,PLM-WINDPLM-APP,313,PLM-WINDPLM-DB,278,73 mins 7 secs,1 mins 53 secs,75 mins 0 secs
6/28/2016,11:03:21,WINDPLM,DEV3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,314,PLM-WINDPLM-DB,279,52 mins 29 secs,0 mins 33 secs,53 mins 2 secs
6/28/2016,12:08:06,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,315,PLM-WINDPLM-DB,280,63 mins 13 secs,1 mins 54 secs,65 mins 8 secs
6/28/2016,13:17:23,ENERGYPLM,QA1,Release_6_0_80,all,PLM-ENERGYPLM-APP,240,PLM-ENERGYPLM-DB,181,70 mins 3 secs,1 mins 53 secs,71 mins 56 secs
6/28/2016,13:27:12,WINDPLM,DEV,wind_dev_4_2_30,all,PLM-WINDPLM-APP,316,PLM-WINDPLM-DB,281,67 mins 13 secs,0 mins 28 secs,67 mins 42 secs
6/28/2016,15:30:29,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,317,PLM-WINDPLM-DB,282,75 mins 23 secs,2 mins 16 secs,77 mins 40 secs
6/28/2016,18:40:34,ENERGYPLM,QA1,Release_6_0_80,all,PLM-ENERGYPLM-APP,241,PLM-ENERGYPLM-DB,182,7 mins 30 secs,0 mins 35 secs,8 mins 5 secs
6/28/2016,21:39:49,ENERGYPLM,QA1,Release_6_0_80,db,PLM-ENERGYPLM-APP,242,PLM-ENERGYPLM-DB,183,6 mins 49 secs,0 mins 37 secs,7 mins 26 secs
6/28/2016,23:53:00,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,318,PLM-WINDPLM-DB,283,9 mins 43 secs,0 mins 36 secs,10 mins 20 secs
6/29/2016,2:32:42,ENERGYPLM,QA2,Release_6_0_80,all,PLM-ENERGYPLM-APP,243,PLM-ENERGYPLM-DB,184,16 mins 20 secs,0 mins 58 secs,17 mins 19 secs
6/29/2016,3:15:07,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,319,PLM-WINDPLM-DB,284,20 mins 1 secs,0 mins 32 secs,20 mins 34 secs
6/29/2016,6:01:39,WINDPLM,DEV,wind_dev_4_2_30,app,PLM-WINDPLM-APP,320,,,64 mins 2 secs,,64 mins 2 secs
06-29-2016,06:53:57,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,321,PLM-WINDPLM-DB,285,9 mins 0 secs,0 mins 41 secs,9 mins 41 secs
06-29-2016,09:59:54,WINDPLM,DEV3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,322,PLM-WINDPLM-DB,286,40 mins 8 secs,2 mins 4 secs,42 mins 13 secs
06-29-2016,10:55:44,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,323,PLM-WINDPLM-DB,287,48 mins 43 secs,1 mins 53 secs,50 mins 36 secs
06-29-2016,13:15:35,WINDPLM,DEV,wind_dev_4_2_30,all,PLM-WINDPLM-APP,324,PLM-WINDPLM-DB,288,68 mins 50 secs,1 mins 46 secs,70 mins 37 secs
06-29-2016,14:43:04,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,325,PLM-WINDPLM-DB,289,29 mins 14 secs,0 mins 36 secs,29 mins 50 secs
06-29-2016,23:56:14,WINDPLM,DEV3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,326,PLM-WINDPLM-DB,290,12 mins 56 secs,0 mins 36 secs,13 mins 32 secs
06-30-2016,02:40:59,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,327,PLM-WINDPLM-DB,291,12 mins 3 secs,0 mins 30 secs,12 mins 34 secs
06-30-2016,03:07:20,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,328,PLM-WINDPLM-DB,292,11 mins 9 secs,0 mins 42 secs,11 mins 51 secs
06-30-2016,05:02:21,WINDPLM,DEV,wind_dev_4_2_30,db,PLM-WINDPLM-APP,329,PLM-WINDPLM-DB,293,12 mins 57 secs,0 mins 33 secs,13 mins 31 secs
06-30-2016,05:30:40,AEROPLM,DEV,Release_3_11_0,all,PLM-AEROPLM-APP,181,PLM-AEROPLM-DB,193,12 mins 4 secs,0 mins 0 secs,12 mins 4 secs
06-30-2016,06:52:38,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,330,PLM-WINDPLM-DB,294,32 mins 18 secs,0 mins 39 secs,32 mins 58 secs
06-30-2016,07:02:06,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,331,PLM-WINDPLM-DB,295,9 mins 24 secs,0 mins 36 secs,10 mins 1 secs
06-30-2016,09:08:55,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,332,PLM-WINDPLM-DB,296,8 mins 41 secs,0 mins 32 secs,9 mins 13 secs
06-30-2016,09:52:58,ENERGYPLM,QA1,Release_6_0_80,db,PLM-ENERGYPLM-APP,245,PLM-ENERGYPLM-DB,186,0 mins 0 secs,0 mins 0 secs,0 mins 0 secs
